full_text;labels
keterangan pers yogya tanggapi banjir jakarta presiden jokowi langkah pemerintah pusat amp pemerintah provinsi bekerjasama tanggulangi banjir jokowimembangunindonesia bersamaindonesiamaju cekidot videonya ojo lali dab subscribe share;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
untung udah bukan anis gubernur bisa penuh dibahas semenjak sumur resapan ditutup aspal tidak diurus lg kayanya banjir jakarta udah mode surut;0
permukiman warga jalan tanjung sayang rw kelurahan cawang kecamatan kramat jati jakarta timur terendam banjir warga berusia lansia anakanak dievakuasi polisi;1
bencana banjir motifasi pemerintah pusat dimana kelemahan kekurangan pembangunan tata kota kedepannya;0
peninggalan belanda bendung katulampa jaman belanda dr jaman gubernur jakarta silih berganti tapi tetep banjir karna air kiriman dr bogor;0
badan penanggulangan bencana daerah bpbd jakarta mencatat banjir jakarta meluas rt banjir disebabkan meluapnya air kali ciliwung pesanggrahan krukut;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga polri instansi terkait telah mendirikan posko bantua;2
banjir kawasan jakarta okelah krotok pemerintah jakarta tapi kejadian tangerang ciledug disalahin pemerintah jakarta bukanya banjir tangerang menandakan resapan daerah tidak bisa menampung kiriman air;0
banjir bandang melanda cisarua bogor senin mengakibatkan warga tewas terseret arus hujan deras mengguyur pagi memicu luapan air merendam permukiman tim gabungan telah dikerahkan evakuasi penanganan dampak bencana smartnews;2
tv bukan mencari salah membantu menangani banjir orang sungai jakarta bukan tanggung pemkot jakarta tapi pemerintah pusat nontong bisa tepok jidat;0
bekasi grand design pengendalian banjir;1
bencana banjir menerjang wilayah jakarta mengharuskan masyarakat mengungsi aman korban membutuhkan penanganan cepat sesuai kondisi dialami polri siaga pertolongan imbauan waspadahadapibencana;2
inget foto yg manjat pagar tangga pas banjir jakarta tempo;1
rakyat sedang alami bencana cth banjir kemarin yg duluan sigap ngasih informasi akun rakyat yaa kudunya ye pemerintah bikin approach kek seenggaknya nama bersih;0
kementerian pu alasan banjir melanda wilayah bogor;1
bak air bah detikdetik air banjir terjang mega mal bekasi;1
pasca banjir bekasi pemkot bekasi rencana relokasi warga pgp mustikajaya bantargebang;2
akun tiktok aadk edisi rabu maret mengulas banjir jabodetabek banjir melumpuhkan wilayah jakarta bencana kali solusi mengendalikan banjir wilayah;1
keknya emang elemen jakarta sadar bisa banjir bisa jangan buang sampah sembarangan gitu bisa pemerintah masyarakat peran biar banjirnya bisa diatasi;0
link polwan trauma healing anakanak korban banjir pengadegan jaksel jakarta personel polisi wanita polwan trauma healing korban banjir posko pengadegan jakarta selatan jaksel;2
sapi rumah pemotongan hewan rph terdampak banjir melanda bekasi selasa;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
alhamdulillah pemerintah pusat ambil alih penanganan banjir jakarta;0
video wapres gibran tinjau lokasi banjir bekasi;1
pusat perbelanjaan bekasi terendam banjir ratusan tenant terdampak tenant terdampak luapan kali bekasi lantai tergenang air ketinggian meter;1
penyebab banjir bukan bogor sampah penduduk jakarta kocak banjir cuman air mengalir disalahin penyebab banjirnya bukan air berasal;0
utaskompas banjir merundung wilayah jakarta ribuan warga terdampak terpaksa mengungsi aktivitas ekonomi keseharian warga lumpuh banjir wilayah metropolitan peringatan solusi;1
bilangin banjir noh bekasi ampe bogor bahas anies hutan hulu noh gundul;0
setuju banjir skrg krisis iklim tidak bela pemerintah tapi banjir skrg bukan jakarta doang banten jg lgi kena banjir negeri australia kebakaran parah laut cina selatan taifun;0
semenjak rumah ortu kena banjir banjir jakarta yg gede beuanget siklus thnan memutuskan pindah bodo biar tempatnya strategis tapi hujan berhari bawaanya was liatin permukaan air kali intinya berubah;0
pemerintah pusat ambil alih penanganan banjir jakarta;0
jakarta brimob polda metro jaya membantu masyarakat terdampak banjir salah satunya mendirikan dapur warga dapur dirikan membantu masyarakat kesulitan makanan dampak banjir;2
berita jkw msh menjabat gub dki banjir salahkan pemerintah pusat beda dgn goodbener yg tdk menyalahkan ya kaan;0
bendungan waduk ciawiampsukamahi pltapltu waduk daerah hulu dataran puncak bogor secepatnya selesaikan pembangunannya pemerintah pusat salah solusi mengatasi banjir kiriman daerah hilir pesisir wilayah jakartaampsekitarnya;0
baznas salurkan porsi sahur korban banjir jakarta;2
pemerintah kabupaten bekasi resmi menetapkan status tanggap darurat bencana banjir hujan deras menyebabkan luapan sungai merendam ribuan rumah wilayah;1
kunjungi korban banjir jakarta wapres gibran sabar ya wapres gibran rakabuming raka masyarakat sabar membantu menghadapi musibah banjir jabodetabek;2
pemerintah pusat ambil alih anies penanganan banjir bisa diselesaikan lurah lha fungsi and kerjanya gubernur niesmundurlah pemerintah pusat ambil alih penanganan banjir jakarta;0
wakil bisa ngomong kebijakan tangan gubernur biarkan urusan banjir alam yg jakarta belum klu wilayah diguyur hujan seminggu;0
coba cek bencana banjir jakarta bogor depok puncak tangerang cikarang sampe karawang adakah pempus turun sibuk korupsi sentilan maha kuasa kerusakan sebabkan;0
kapolres bogor akbp muhammad joni sik pemerintah bpbd membangun posko pengungsian mengevakuasi korban banjir desa bojong kulur gunung putri kab bogor;2
depok banjir tidak;1
sok atuh b r skeun kang ulah ngan ceurik wa sugan taun hareup moal matak banjir deui bekasi;0
izin wali taman wisma asri belum damkar jalanan kemarin terdampak banjir lumpur mohon kerahkan unitnya bahaya pengendara;0
tugas gubernur wagub tangani banjir jangan lupa amanah warga dki jakarta;0
kota bekasi pemerintah kota bekasi badan penanggulangan bencana daerah kota bekasi telah langkah evakuasi warga akibat bencana banjir selasa;2
stay safe everyone pray for bekasi berduka bencana banjir bekasi semoga korban kekuatan keselamatan bantuan mari dukung pulih;1
betapa cuan ny bengkel jakarta after banjir;1
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter;2
link polwan terjun lokasi banjir jakbar bagikan sembako periksa kesehatan jakarta polwan polres metro jakarta barat turun lokasi banjir permukiman warga kawasan kebon jeruk;2
salut polri yg udah sigap banget dirikan dapur lapangan bantu korban banjir bekasi kerja keras link;2
stay safe warga bekasi bogor banjir bisa tahunan tapi pemerintah gda sedikitpun berbuat at least memperkecli banjir yg bs d harepin dr pejabat tolol yg mentingin harta tahta doang tidak prnh mkir dosa rkyt;0
ngene lho edukasi iklim emang tapi ya tidak dismissive tnyt pemerintah setempatnya tidak persiapan pdhl sudah tau sejarah jakarta langganan banjir gimana kayak yg pindah jakarta sebulan;0
banjir sudah momok kota indonesia bekasi jakarta ruangan tetangganya bogor kali hujan deras mengguyur warga bersiapsiap skenario;1
pintu air sudah dibuka pompa air sudah siaga diberlakukan modifikasi cuaca amp bantuan sudah disalurkan mas pram amp bang doel langsung gass layani warga wilayah mengalami banjir jakarta relatif aman titik banjir;1
jakarta seramai penduduk terjejas akibat banjir melanda kawasan metropolitan merangkumi jakarta bogor depok tangerang bekasi sebahagian wilayah banten;1
pantes banjir bekasi kk minjijiji nangis;1
gubernur jawa barat memohon maaf banjir yg diakibatkan banjir puncak yg membludak bogor menjalar banjirnya thank you area resapan jgn dijadikan wisatapemukiman;0
langkah terbaik yg bisa diambil pemerintah pemindahan kota jakarta tidak didesain menampung beban melanjutkan normalisasi kaliampbanjir kanal ciliwung tegasampmelanjutkan penggusuran warga lokasi bantaran;0
oalah nyinyir partainya anies pantesan cuek bebek jakarta banjir;0
yg sudah ulasan dosen ttng banjir jakarta kesimpulannya das ciliwung tanggung pemerintah pusat wallohualam;0
coba kemajuan terkait banjir jakarta;1
longsor banjir bogor bekasi jawa barat pemerintah provinsi jawa barat berencana mengevaluasi tata ruang buruk nusantara adadikompas;1
gimana dg semarang dg jakarta langganan banjir;1
memviralkan tagar niesmundurlah sudah bantu korban belum ya sudah bantu pemerintah prevent banjir belum ya jangan sibuk nyalahin orang belum aware lingkungan toxic citizens what a shame;0
pit banjir kaga enih daerah bogor;1
aksi peduli polwan polres jakbar salurkan bantuan pemeriksaan kesehatan trauma healing korban banjir jakarta barat aksi sosial jajaran polres metro jakarta barat;2
kementerian sosial kemensos direktorat perlindungan sosial korban bencana alam pskba mengalokasikan dana rp juta penanganan bencana banjir melanda wilayah dki jakarta smartnews;2
jangan yg sakit mensos korban banjir jakarta bekasi jiwa bogor jiwa com;1
tinggal dimana jakarta kah lahir kerja nikah tinggal jakarta emang salah icon jakarta banjir gubernurnya tetep banjir perbedaan zaman anies cepet surut banjirnye ketimbang gubernur;0
woi gubernur bangun jakarta banjir bangun bangun p dapse;0
gegaraa si bogor daerah banjir;1
sobatjaktim plt walikota jakarta timur iin mutmainnah turun langsung lokasi terdampak banjir distribusi bantuan berjalan lancar aman sobatjaktim jakartaeastthebest jagajaktim siagajakarta siagajakartatimur jakartatanggap jakartatimur;2
bekasi banjirkarena rawa dibikin pemukiman penduduk contoh rawa lumbu rawa kalong rawa bebek perbatasan rawa julang rawa bambu namanya rawatempat air;0
pemerintah ganti rugi rumah rusak akibat banjir dkijabarbanten banjir tanah longsor melanda dki jakarta jawa barat banten rumah rusak pemerintah akan ganti rugi;1
dukungan polri warga terdampak banjir bekasi depok lanjutkan;2
banjir kewenangan pemerintah pusat pemerintah pusat jakarta gubernurnya tgg gubernur jakarta;0
kemensos gelontorkan bantuan rp miliar korban banjir jabodetabek kemensos telah menggelontorkan dana bantuan senilai rp miliar warga terdampak banjir jakarta kabupaten bogor kota bekasi;2
min beks warga terdampak banjir berterima kasih niat baiknya semoga ladang amal ya min beks semoga sehat tampan;1
banyaknya kebakaran skrg dikejutkan dg banjir bogor jakarta bekasi tangerang dll maret stay safe gaes;1
bantuan transpuan terdapak banjir bekasi;1
wakil gubernur jakarta rano karno menilai banjir kanal timur bkt sodetan ciliwung berperan mengurangi dampak banjir kota membandingkan penanganan banjir jakarta singapura memiliki luas wilayah namun anggarannya berasal;0
rapat koordinasi penanganan banjir zoom wali kota bekasi tri adhianto menerima koordinasi deputi bnpb lukmansah prihatin bencana mensuport penanganan bencana jajaran pemerintah kota bekasi;2
gibran keren lho perwakilan bnn warga bekasi terdampak banjir bnn nengok nengok;2
namanya bogor kota hujan ya nengtp mmg tidak lonsong kek gnapalgi sampe banjir bandang cisaruatp kk kejebak banjir jkrtasampe nginep mobilpas kk nyetir sendiriapalgi banjir sarinah thamrin wkt getol banir bdn;0
wali kota depok kerugian akibat banjir rp miliar pemerintah kota de;0
kemensos salurkan bantuan korban banjir jakarta;2
tim mcdonald indonesia berbagi pmi kota bekasi menyalurkan bantuan box makanan santap air minum mineral korban bencana banjir kota bekasi rabu cc;2
orang jakarta asli kandungan emak sampe emang dah udah hujan banjir jangan salahkan aniesgabisakerja ye elu elu yg nyalahin pemerintah ye;0
penanganan banjir jakarta pramono anung instruksikan pintu air dibuka modifikasi cuaca;1
sejarah merekam banjir bekasi sulit dipisahkan riset adadikompas;1
banjir bekasi edition;1
tindakan polri yg sigap peduli bantu korban banjir bekasi amp depok patut diacungi jempol keep up the good work;2
polres bogor berjibaku perahu karet evakuasi warga terdampak banjir;2
apresiasi pemerintah pusat daerah bekasi jakarta jawa barat tangerang daerah tanggap bencana apapun kebakaran hutan gempa longsor tsunami banjir kemarin;2
erick thohir pembebasan biaya jalan tol kota terdampak banjir inisiatif pemerintah bujt wujud kompensasi masyarakat peristiwa menegbumn jakartabanjir tolgratis erickthohir;0
istri wali kota bekasi mengungsi hotel banjir penjelasan tri adhianto;1
jakarta maret dinas pendidikan provinsi dki jakarta bergerak cepat menangani dampak banjir melanda wilayah jakarta berdasarkan data tercatat satuan pendidikan terdampak banjir mengalami air masuk ruang kelas;1
ya dijebol banjir yg dijebol warga kyk video;0
buset manusia tidak empati banget tau banjir bekasi sudah momok beratusratus beriburibu pemerintah tidak usahanya doain rumah kelelep bajir biar empati dikit;0
stop politisasi banjir jakartabanjir tanggung pemerintah daerah amp pemerintah pusat sinergis bekerjasama dg masyarakatjangan caci makitv jg jangan provokatorasal curah hujan thn tertinggi tahunkata data bmkg;0
tapi dipikir imbas hujan deras banjir kiriman dr bogor pdhl hujan semaleman beneran berpikir mudah banget allah bikin rumah harta kelelep semalam gimana minggu;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter evakuasi;2
keputusan walikota depok nomor kptsdpkp huk penetapan status tanggap darurat bencana banjir tanah longsor angin kencang kota depok;1
baznas bazis dki jakarta menggelar operasi tanggap bencana menanggulangi dampak banjir melanda wilayah jakarta timur bacadibj beritajakarta dkijakarta jaki welovejakarta;2
stay safe warga jaktim semoga pulih banjir sudah masuk peringatan bahaya dampak pemanasan global nyata pemerintah memprioritaskan penanganan iklim menghindari kejadian;0
rt jakarta banjir rabu pagi;1
menariknya jembatan bisa dilewati sudah banjir dijamin putus akses cawang cililitan dll jembatan kelelep niscaya jakarta tenggelam;1
berduka cita warga bekasi yg sd dilanda musibah banjir smoga dikuatkan ttap tabah n sabar smoga normal air cpet surut dll;1
respect tom bisa ngucapin prihatin kpd korban banjir bekasi keadilan akan menemukan jalannya semangat;0
tanggul jebol by mega bekasi sampe kemasukan banjir dalem banget banjir kiriman dr bogor hujannya tidak parah banget tapi airnya;1
alhamdulillah pemerintah memutuskan kompensasi masyarakat korban banjir dki jakarta jawa barat banten kompensasi sesuai;2
amiinn semoga dibenerin resapan air bekasi biar airnya tidak meluap kayak banjir kemarin;1
jokowi sudah bolakbalik banjir jakarta kewenangan pemerintah pusat;0
dom bekasi semoga wilayah kena banjir surut gaada korban jiwa semoga bantuan pemerintah sampe aamiin daerah kena banjir alhamdulillah semalem udah surutlistrik udah nyala lagii;1
terjebak banjir lantai jam pagi alhamdulillah dikasih banjir sedada tidak merendam genteng pray for jati asih kemang pratama bekasi banjir lt semoga cepat surut;1
bogor banjir tenggelam tidak;1
seneng banget dengar ucapan gubernur jakarta pramono anung tersenyum mikir lalunya yg sudah kerjakan th menjabat jkt banjir;0
